Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy
1,1.5510750280486212,39.93055555555556,1.2896841526031495,47.22222222222222
2,0.7611539463202158,83.15972222222223,0.6324490427970886,87.5
3,0.37471377435657716,97.56944444444444,0.37134785056114195,96.52777777777777
4,0.2043320263425509,99.30555555555556,0.2603360116481781,96.52777777777777
5,0.10959578967756695,100.0,0.21662546694278717,97.91666666666667
6,0.08179376150170962,100.0,0.15574219822883606,97.91666666666667
7,0.06260282256537014,100.0,0.1219270721077919,99.30555555555556
8,0.04472799247337712,100.0,0.11140899062156677,99.30555555555556
9,0.03239325082136525,100.0,0.10326712131500244,98.61111111111111
10,0.022901687667601638,100.0,0.08885381296277046,99.30555555555556
11,0.022879107907000516,100.0,0.08654051870107651,99.30555555555556
12,0.01983469496998522,100.0,0.081554214656353,97.91666666666667
13,0.01842078913210167,100.0,0.07596534490585327,98.61111111111111
14,0.016551459052910406,100.0,0.07385349720716476,98.61111111111111
15,0.013389957758287588,100.0,0.06456758007407189,99.30555555555556
16,0.011421271625699269,100.0,0.06607040204107761,98.61111111111111
17,0.012758202126456631,100.0,0.06721305400133133,97.91666666666667
18,0.010993337362176843,100.0,0.06277690678834916,99.30555555555556
19,0.009365252296750745,100.0,0.0663231447339058,100.0
20,0.010108641452259488,100.0,0.057624580711126326,99.30555555555556
21,0.01011319243763056,100.0,0.05192709192633629,99.30555555555556
22,0.00831989540408055,100.0,0.05321008451282978,99.30555555555556
23,0.00830414677814891,100.0,0.05443392805755139,100.0
24,0.007945210090838373,100.0,0.0539733175188303,99.30555555555556
25,0.00604348808216552,100.0,0.05480890907347202,99.30555555555556
26,0.0073644376049439115,100.0,0.052747363969683644,99.30555555555556
27,0.006456477399398055,100.0,0.0475263424217701,99.30555555555556
28,0.006208932880933086,100.0,0.04949692785739899,99.30555555555556
29,0.005347958727118869,100.0,0.04548022113740444,99.30555555555556
30,0.00617333316606366,100.0,0.045714182779192924,100.0
31,0.005948520757050978,100.0,0.04259318374097347,99.30555555555556
32,0.004399188289729257,100.0,0.042128317058086395,99.30555555555556
33,0.005162282458816965,100.0,0.043630315363407134,100.0
34,0.005694177557921244,100.0,0.040772977843880655,99.30555555555556
35,0.005147212404861218,100.0,0.045769107341766355,99.30555555555556
36,0.004413279743554692,100.0,0.0418752571567893,99.30555555555556
37,0.004653672526021385,100.0,0.040353041142225266,100.0
38,0.005659417087574386,100.0,0.0394868940114975,99.30555555555556
39,0.0038080308974410095,100.0,0.03853737413883209,99.30555555555556
40,0.0038069511841361723,100.0,0.035853000544011596,99.30555555555556
41,0.003653138539650374,100.0,0.04529723972082138,99.30555555555556
42,0.004343650226170818,100.0,0.04066867083311081,100.0
43,0.003989324225888898,100.0,0.034282042272388936,100.0
44,0.003639486042730924,100.0,0.03602122850716114,99.30555555555556
45,0.0033290445183714232,100.0,0.04062408097088337,99.30555555555556
46,0.003655470959428284,100.0,0.04028264991939068,99.30555555555556
47,0.003464280039123777,100.0,0.039305655658245085,100.0
48,0.0031206352222296926,100.0,0.03389370329678058,100.0
49,0.0027515231631696224,100.0,0.03753021284937859,100.0
50,0.0031553506980546648,100.0,0.03456857614219189,99.30555555555556
51,0.0027057461298277807,100.0,0.037248711287975314,99.30555555555556
52,0.0024769577495236364,100.0,0.03548866584897041,99.30555555555556
53,0.0021688169023642936,100.0,0.037764905206859115,99.30555555555556
54,0.0024251764795432487,100.0,0.03330256622284651,99.30555555555556
55,0.0025565791939799157,100.0,0.035442232713103296,99.30555555555556
56,0.0024456246303290958,100.0,0.03705336637794972,99.30555555555556
57,0.0033036796117408406,100.0,0.034801874309778214,100.0
58,0.0019784908638232285,100.0,0.03353061452507973,99.30555555555556
59,0.002066559779147307,100.0,0.030438057892024518,100.0
60,0.0026655347319319844,100.0,0.03650224860757589,100.0
61,0.0025072694083468784,100.0,0.03807491660118103,99.30555555555556
62,0.002425587108720922,100.0,0.03434642590582371,99.30555555555556
63,0.001839606915988649,100.0,0.03147128149867058,99.30555555555556
64,0.0027151883114129305,100.0,0.029414309468120337,100.0
65,0.0020606538681830796,100.0,0.03634856976568699,100.0
66,0.0024226271262806323,100.0,0.03609287850558758,99.30555555555556
67,0.0018133632709375685,100.0,0.03430976774543524,99.30555555555556
68,0.002002908327590881,100.0,0.030091850087046623,100.0
69,0.0018688906339876768,100.0,0.03492273110896349,99.30555555555556
70,0.0016342053616729875,100.0,0.03178199604153633,99.30555555555556
71,0.002063776230594764,100.0,0.0296525489538908,99.30555555555556
72,0.0018883453966635796,100.0,0.03275789953768253,100.0
73,0.0017477381786900675,100.0,0.03200907669961452,100.0
74,0.0017663099052798417,100.0,0.03431906290352345,100.0
75,0.0019222483905549678,100.0,0.02808697512373328,99.30555555555556
76,0.0018093505609107928,100.0,0.030504363216459753,99.30555555555556
77,0.0019554736597153046,100.0,0.029299546033143997,99.30555555555556
78,0.0015975625622862328,100.0,0.028571793250739573,99.30555555555556
79,0.001941024280515396,100.0,0.027958127297461034,99.30555555555556
80,0.0016187966264422154,100.0,0.02856358848512173,100.0
81,0.0015092364758149618,100.0,0.031015227921307086,99.30555555555556
82,0.002024274962928353,100.0,0.029613627679646017,99.30555555555556
83,0.0018126183616307874,100.0,0.030457815900444985,100.0
84,0.0016342663503665891,100.0,0.0262690014205873,100.0
85,0.002239823115006503,100.0,0.025748839136213064,99.30555555555556
86,0.0014117285512232531,100.0,0.029753706231713296,99.30555555555556
87,0.0016026635583127951,100.0,0.029965277761220932,99.30555555555556
88,0.0016029917395725432,100.0,0.026332498341798783,99.30555555555556
89,0.0020729124145064917,100.0,0.02774934619665146,99.30555555555556
90,0.0013600722724934006,100.0,0.025320502929389477,100.0
