Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy
1,1.772947371006012,22.743055555555557,1.7528156042099,15.972222222222221
2,1.6476436654726665,50.520833333333336,1.589888620376587,57.638888888888886
3,1.4437067177560594,58.15972222222222,1.3460449934005738,60.416666666666664
4,1.1786727507909138,71.52777777777777,1.1475347042083741,72.22222222222223
5,0.9005126257737478,88.71527777777777,0.8970349431037903,79.86111111111111
6,0.6482776684893502,92.36111111111111,0.7217982411384583,85.41666666666667
7,0.44317570163144004,95.65972222222223,0.5772613167762757,88.88888888888889
8,0.2758795710073577,98.78472222222223,0.4704477369785309,90.27777777777777
9,0.20839784377151066,99.30555555555556,0.3947435736656189,92.36111111111111
10,0.12286259233951569,99.82638888888889,0.32556540369987486,94.44444444444444
11,0.09357739136450821,100.0,0.2556774169206619,93.75
12,0.06374868088298374,99.82638888888889,0.2374517634510994,93.75
13,0.0430789344633619,100.0,0.235878849029541,92.36111111111111
14,0.033286184900336795,100.0,0.20842671990394593,93.75
15,0.03340330564727386,100.0,0.2515233904123306,92.36111111111111
16,0.03037824010890391,100.0,0.1872637689113617,93.75
17,0.02090298534474439,100.0,0.221676766872406,94.44444444444444
18,0.021522781552953854,100.0,0.1954511046409607,94.44444444444444
19,0.017273216197888058,100.0,0.18319806903600694,94.44444444444444
20,0.015851276512775157,100.0,0.17079469040036202,95.13888888888889
21,0.017807880287162133,100.0,0.1897644430398941,94.44444444444444
22,0.011780681657708354,100.0,0.19484852850437165,94.44444444444444
23,0.011248620330459543,100.0,0.18471178263425828,95.13888888888889
24,0.009744506174077591,100.0,0.17169660627841948,95.13888888888889
25,0.011566180089074705,100.0,0.17670910358428954,94.44444444444444
26,0.009838741608998842,100.0,0.16471575647592546,93.75
27,0.010050378093082044,100.0,0.17980417758226394,93.75
28,0.008697609106699625,100.0,0.18896693140268325,95.13888888888889
29,0.00719199922039277,100.0,0.1681573897600174,95.13888888888889
30,0.0073159932702158885,100.0,0.1601913422346115,94.44444444444444
31,0.007915851453112232,100.0,0.15977150499820708,94.44444444444444
32,0.006533878493226237,100.0,0.1773258462548256,94.44444444444444
33,0.007075079432171252,100.0,0.1524817943572998,95.13888888888889
34,0.005856097106718355,100.0,0.14803919717669486,95.83333333333333
35,0.005162968287347919,100.0,0.1771589457988739,94.44444444444444
36,0.006192511167480714,100.0,0.16262043863534928,93.05555555555556
37,0.003965249129881461,100.0,0.18029313832521437,93.75
38,0.004588961355491645,100.0,0.150138471275568,95.13888888888889
39,0.005222101501810054,100.0,0.16397919952869416,94.44444444444444
40,0.005060623833237009,100.0,0.15396941155195237,93.75
41,0.004904221704540153,100.0,0.1642340376973152,93.75
42,0.004574967192537669,100.0,0.18426813259720803,95.13888888888889
43,0.003921063985520353,100.0,0.14752812087535858,95.13888888888889
44,0.004296245764837497,100.0,0.1793149381875992,94.44444444444444
45,0.0034547469824449057,100.0,0.14451193809509277,94.44444444444444
46,0.002961127417317281,100.0,0.16030003130435944,94.44444444444444
47,0.003163522432765199,100.0,0.1531290203332901,94.44444444444444
48,0.004813331224593437,100.0,0.15282266587018967,95.13888888888889
49,0.0035821004550800556,100.0,0.15454112738370895,95.83333333333333
50,0.0029459397127437922,100.0,0.13732771575450897,95.83333333333333
51,0.00288267811993137,100.0,0.14812835305929184,95.83333333333333
52,0.0034577389208910367,100.0,0.13818635642528534,95.83333333333333
53,0.0035107805160805583,100.0,0.14290487840771676,95.83333333333333
54,0.004943221244805803,100.0,0.1308595545589924,96.52777777777777
55,0.003208624017942283,100.0,0.1367095537483692,95.13888888888889
56,0.0021620720055782134,100.0,0.13330463021993638,95.13888888888889
57,0.002263667559923811,100.0,0.14454154521226883,96.52777777777777
58,0.003004599925285826,100.0,0.1317015305161476,95.83333333333333
59,0.0024544799687444335,100.0,0.12699696347117423,96.52777777777777
60,0.003960897880865054,100.0,0.1536707490682602,93.75
61,0.0025990835500932816,100.0,0.14160897582769394,94.44444444444444
62,0.0030442027944243616,100.0,0.12460444830358028,95.83333333333333
63,0.0022811378229461196,100.0,0.13663607239723205,95.13888888888889
64,0.0026833911736806235,100.0,0.171227066218853,94.44444444444444
65,0.0021929984472485054,100.0,0.13706740438938142,95.13888888888889
66,0.002156687832515066,100.0,0.1716710165143013,95.13888888888889
67,0.0021162766077193534,100.0,0.1408646211028099,95.83333333333333
68,0.003488373376765392,100.0,0.12215377688407898,96.52777777777777
69,0.0037973006191249522,100.0,0.12822842709720134,95.13888888888889
70,0.0018575751229137597,100.0,0.13189831376075745,95.83333333333333
71,0.0016955008452189052,100.0,0.18201771676540374,93.75
72,0.001821644782062827,100.0,0.16811767369508743,95.13888888888889
73,0.0020803011171261054,100.0,0.16984328255057335,95.13888888888889
74,0.002055569218807957,100.0,0.1319034665822983,95.13888888888889
75,0.0034268480602703574,100.0,0.14104208201169968,96.52777777777777
76,0.002183485304057184,100.0,0.16020575240254403,94.44444444444444
77,0.0014421853540827418,100.0,0.18154427632689477,95.13888888888889
78,0.002001502609346062,100.0,0.1428893029689789,95.83333333333333
79,0.0020232270665777228,100.0,0.12814770117402077,95.83333333333333
80,0.0016363796991451334,100.0,0.139246566593647,95.83333333333333
81,0.0021869408826912856,100.0,0.14475377202033995,95.13888888888889
82,0.0013807074347924856,100.0,0.18552328646183014,95.83333333333333
83,0.0016403923477304892,100.0,0.16900486797094344,94.44444444444444
84,0.0013701324286456737,100.0,0.15895005613565444,95.13888888888889
85,0.001920544797839183,100.0,0.1313573695719242,96.52777777777777
86,0.001994268574182772,100.0,0.13648356199264527,95.83333333333333
87,0.0013588025111756804,100.0,0.1382068432867527,95.83333333333333
88,0.0016156599805172947,100.0,0.14602382779121398,95.13888888888889
89,0.0010285707669229144,100.0,0.14404987394809723,95.13888888888889
90,0.0021222166251391172,100.0,0.13112641423940657,94.44444444444444
